id,site_x,job_url_x,job_url_direct_x,company_x,location_x,date_posted_x,job_type_x,salary_source_x,interval_x,min_amount_x,max_amount_x,currency_x,is_remote_x,listing_type_x,emails_x,company_industry_x,company_url_x,company_logo_x,company_url_direct_x,company_addresses_x,company_num_employees_x,company_revenue_x,company_description_x,site_y,job_url_y,job_url_direct_y,title_y,company_y,location_y,date_posted_y,job_type_y,salary_source_y,interval_y,min_amount_y,max_amount_y,currency_y,is_remote_y,listing_type_y,emails_y,description_y,company_industry_y,company_url_y,company_logo_y,company_url_direct_y,company_addresses_y,company_num_employees_y,company_revenue_y,company_description_y,skills,skills_count,job_category,job_category_encoded,location_x_encoded,is_remote_x_encoded,average_salary,predicted_job_category,actual_job_category,accuracy
gd-1009529235629,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529235629,,"K3 International, Inc","Washington, DC",2024-11-16,,direct_data,yearly,119000.0,119000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE7887155.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,8,0,119000.0,,Other,Incorrect
gd-1009529251735,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529251735,,"Peak Technology Solutions, Inc","Washington, DC",2024-11-16,,direct_data,yearly,73783.0,112779.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2373859.htm,https://media.glassdoor.com/sql/2373859/peak-technology-solutions-squarelogo-1577788691546.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,2,8,0,93281.0,,Other,Incorrect
gd-1009529287131,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529287131,,"Sony Pictures Entertainment, Inc.","Culver City, CA",2024-11-16,,direct_data,hourly,27.0,27.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE7878.htm,https://media.glassdoor.com/sql/7878/sony-pictures-entertainment-squarelogo-1573432718022.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,9,0,27.0,,Other,Incorrect
gd-1009529349216,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529349216,,Radiant company,,2024-11-16,,direct_data,hourly,35.0,35.0,USD,True,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,-1,1,35.0,,Other,Incorrect
gd-1009529380281,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529380281,,Hendall Inc,"Rockville, MD",2024-11-16,,direct_data,yearly,80000.0,120000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1669919.htm,https://media.glassdoor.com/sql/1669919/hendall-squarelogo-1535024538546.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,12,0,100000.0,,Other,Incorrect
gd-1009529387257,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529387257,,Upfront Healthcare,"Chicago, IL",2024-11-16,,direct_data,yearly,69032.0,96159.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1902925.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,13,0,82595.5,,Analyst,Incorrect
gd-1009529427636,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529427636,,American Auto Shield,"Lakewood, CO",2024-11-16,,direct_data,yearly,84363.0,115590.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE428426.htm,https://media.glassdoor.com/sql/428426/american-auto-shield-squarelogo-1544641760303.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,14,0,99976.5,,Other,Incorrect
gd-1009529429921,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529429921,,Visionary Integration Professionals LLC,"Suwanee, GA",2024-11-16,,direct_data,yearly,85522.0,113309.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE135297.htm,https://media.glassdoor.com/sql/135297/visionary-integration-professionals-squarelogo-1519243663283.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,15,0,99415.5,,Other,Incorrect
gd-1009529491004,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529491004,,Vichara,"Dallas, TX",2024-11-16,,direct_data,yearly,120000.0,120000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE266433.htm,https://media.glassdoor.com/sql/266433/vichara-technologies-squarelogo-1423621007424.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,18,0,120000.0,,Other,Incorrect
gd-1009529498708,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529498708,,Horizon Corp,"Minneapolis, MN",2024-11-16,,direct_data,yearly,90782.0,129198.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE602741.htm,https://media.glassdoor.com/sql/602741/g-casinos-squarelogo-1437117317387.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,19,0,109990.0,,Other,Incorrect
gd-1009529503569,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529503569,,Prometheum,"New York, NY",2024-11-16,,direct_data,yearly,170000.0,215000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3206808.htm,https://media.glassdoor.com/sql/3206808/prometheum-squareLogo-1655819317350.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Manager,1,20,0,192500.0,,Manager,Incorrect
gd-1009529521782,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529521782,,GenTech Associates,"Richmond, VA",2024-11-16,,direct_data,hourly,45.0,49.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE883494.htm,https://media.glassdoor.com/sql/883494/gentech-associates-squarelogo-1580402831519.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,21,0,47.0,,Analyst,Incorrect
gd-1009529563910,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529563910,,GSK Solutions Inc,"East Lansing, MI",2024-11-16,,direct_data,hourly,60.0,60.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE610327.htm,https://media.glassdoor.com/sql/610327/gsk-solutions-squarelogo-1442229224096.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,22,0,60.0,,Other,Incorrect
gd-1009529566162,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529566162,,Aspire Technologies,"Washington, DC",2024-11-16,,direct_data,hourly,50.0,55.0,USD,False,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,8,0,52.5,Other,Other,Correct
gd-1009529573638,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529573638,,The Provident Bank of New Jersey,"Woodbridge, NJ",2024-11-16,,direct_data,yearly,77298.0,110399.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE858316.htm,https://media.glassdoor.com/sql/858316/the-provident-bank-squarelogo-1475762062618.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,23,0,93848.5,,Other,Incorrect
gd-1009529573706,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529573706,,Spencer Gifts,"Egg Harbor Township, NJ",2024-11-16,,direct_data,yearly,50716.0,84130.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE24323.htm,https://media.glassdoor.com/sql/24323/spencer-gifts-squareLogo-1685728894083.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,24,0,67423.0,,Other,Incorrect
gd-1009529575706,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529575706,,Northwestern Mutual,"Milwaukee, WI",2024-11-16,,direct_data,yearly,90930.0,168870.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2919.htm,https://media.glassdoor.com/sql/2919/northwestern-mutual-squareLogo-1706282393317.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,25,0,129900.0,,Other,Incorrect
gd-1009529577344,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529577344,,Dutech,"Austin, TX",2024-11-16,,direct_data,hourly,68.0,72.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1310988.htm,https://media.glassdoor.com/sql/1310988/ports-customs-and-free-zone-squarelogo-1647420371260.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,26,0,70.0,,Other,Incorrect
gd-1009529589995,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529589995,,Americo,"Kansas City, MO",2024-11-16,,direct_data,yearly,62369.0,85364.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE6688.htm,https://media.glassdoor.com/sql/6688/americo-life-squarelogo-1424934057958.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,27,0,73866.5,,Other,Incorrect
gd-1009529590386,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529590386,,Addepar,"New York, NY",2024-11-16,,direct_data,yearly,78000.0,122000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE423990.htm,https://media.glassdoor.com/sql/423990/addepar-squareLogo-1631634840979.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,20,0,100000.0,Other,Other,Correct
gd-1009529591828,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529591828,,The City of Fort Worth,"Fort Worth, TX",2024-11-16,,direct_data,yearly,73689.0,95796.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE666552.htm,https://media.glassdoor.com/sql/666552/city-of-fort-worth-texas-squarelogo-1428399927736.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,28,0,84742.5,Other,Other,Correct
gd-1009529598450,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529598450,,Boston Scientific Corporation,"Minnetonka, MN",2024-11-16,,direct_data,yearly,82837.0,116210.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2187.htm,https://media.glassdoor.com/sql/2187/boston-scientific-squareLogo-1625144945890.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,29,0,99523.5,,Other,Incorrect
gd-1009529611902,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529611902,,StoneTurn Group LLP,"New York, NY",2024-11-16,,direct_data,yearly,60000.0,89000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE115727.htm,https://media.glassdoor.com/sql/115727/stoneturn-group-squarelogo-1508361416665.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,20,0,74500.0,Other,Other,Correct
gd-1009529619300,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529619300,,Zelis,"Saint Petersburg, FL",2024-11-16,,direct_data,yearly,63668.0,90216.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE1342526.htm,https://media.glassdoor.com/sql/1342526/zelis-squareLogo-1633107790335.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,30,0,76942.0,,Other,Incorrect
gd-1009529629456,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529629456,,California Public Employees' Retirement System (CalPERS),"Sacramento, CA",2024-11-16,,direct_data,monthly,7760.0,9713.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE4203.htm,https://media.glassdoor.com/sql/4203/calpers-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,31,0,8736.5,,Other,Incorrect
gd-1009529642153,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529642153,,Boston College,"Chestnut Hill, MA",2024-11-16,,direct_data,yearly,77800.0,97250.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE15011.htm,https://media.glassdoor.com/sql/15011/boston-college-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,32,0,87525.0,,Other,Incorrect
gd-1009529654059,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529654059,,University of South Florida,"Tampa, FL",2024-11-16,,direct_data,yearly,57000.0,57000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE33888.htm,https://media.glassdoor.com/sql/33888/university-of-south-florida-squareLogo-1673457838693.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,33,0,57000.0,,Analyst,Incorrect
gd-1009529721301,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529721301,,Optum,"Eden Prairie, MN",2024-11-16,,direct_data,yearly,70200.0,137800.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2409113.htm,https://media.glassdoor.com/sql/2409113/optum-squareLogo-1711654052254.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,34,0,104000.0,,Other,Incorrect
gd-1009529723264,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529723264,,New York Family Dentistry,"Brooklyn, NY",2024-11-16,,direct_data,yearly,30000.0,300000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE5504774.htm,https://media.glassdoor.com/sql/5504774/new-york-family-dentistry-squarelogo-1645693130820.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,35,0,165000.0,,Other,Incorrect
gd-1009529724810,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529724810,,Whole Foods Market,"Austin, TX",2024-11-16,,direct_data,yearly,61726.0,85556.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE422.htm,https://media.glassdoor.com/sql/422/whole-foods-market-squareLogo-1622427653315.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,26,0,73641.0,,Other,Incorrect
gd-1009529739921,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529739921,,Welltower Inc,"Dallas, TX",2024-11-16,,direct_data,yearly,58058.0,79543.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1166198.htm,https://media.glassdoor.com/sql/1166198/welltower-squarelogo-1461171984944.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,18,0,68800.5,,Other,Incorrect
gd-1009529743983,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529743983,,TD Bank,"Mount Laurel, NJ",2024-11-16,,direct_data,yearly,86840.0,130000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE3767.htm,https://media.glassdoor.com/sql/3767/td-squarelogo-1593607213249.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,36,0,108420.0,,Other,Incorrect
gd-1009529744897,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529744897,,"ECS Federal, LLC","Stafford, VA",2024-11-16,,direct_data,yearly,72848.0,107730.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE30262.htm,https://media.glassdoor.com/sql/30262/ecs-squarelogo-1593184646555.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,37,0,90289.0,,Analyst,Incorrect
gd-1009529786154,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529786154,,Spectralink,"Boulder, CO",2024-11-16,,direct_data,yearly,70000.0,90000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1169955.htm,https://media.glassdoor.com/sql/1169955/spectralink-squarelogo-1477688257315.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,38,0,80000.0,,Analyst,Incorrect
gd-1009529786486,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529786486,,First Horizon Bank,"Memphis, TN",2024-11-16,,direct_data,yearly,81220.0,116387.0,USD,False,sponsored,,,https://www.glassdoor.com/Overview/W-EI_IE317187.htm,https://media.glassdoor.com/sql/317187/first-horizon-squarelogo-1572551112326.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,2,39,0,98803.5,Other,Other,Correct
gd-1009529791957,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529791957,,"North American Securities Administrators Association, Inc. (NASAA)","Washington, DC",2024-11-16,,direct_data,yearly,86000.0,90000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1413813.htm,https://media.glassdoor.com/sql/1413813/north-american-securities-administrators-association-squarelogo-1584371622502.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,8,0,88000.0,Other,Other,Correct
gd-1009529793609,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529793609,,Cogent Analytics,,2024-11-16,,direct_data,yearly,110000.0,150000.0,USD,True,organic,,,https://www.glassdoor.com/Overview/W-EI_IE2148666.htm,https://media.glassdoor.com/sql/2148666/cogent-analytics-squarelogo-1541055265652.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,-1,1,130000.0,,Other,Incorrect
gd-1009529804742,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529804742,,"Nucor Steel Kankakee, Inc.","Bourbonnais, IL",2024-11-16,,direct_data,yearly,60313.0,92390.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE441893.htm,https://media.glassdoor.com/sql/441893/nucor-building-systems-squarelogo-1442383226531.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,41,0,76351.5,,Analyst,Incorrect
gd-1009529815313,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529815313,,Magellan Solutions USA,,2024-11-16,,direct_data,hourly,44.0,49.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE9781677.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,-1,0,46.5,,Other,Incorrect
gd-1009529821037,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529821037,,Curi RMB Capital LLC,"Chicago, IL",2024-11-16,,direct_data,yearly,65000.0,70000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE688731.htm,https://media.glassdoor.com/sql/688731/rmb-capital-squareLogo-1710337779726.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,13,0,67500.0,Analyst,Other,Incorrect
gd-1009529823977,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529823977,,Caterpillar,"Chillicothe, IL",2024-11-16,,direct_data,yearly,72712.0,104293.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE137.htm,https://media.glassdoor.com/sql/137/caterpillar-squareLogo-1666115925095.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,42,0,88502.5,,Other,Incorrect
gd-1009529853357,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529853357,,NEW YORK ISLANDERS,"Floral Park, NY",2024-11-16,,direct_data,yearly,60000.0,70000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE5246.htm,https://media.glassdoor.com/sql/5246/new-york-islanders-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Analyst,0,43,0,65000.0,Other,Analyst,Incorrect
gd-1009529856802,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529856802,,Vera's Nursery Inc,"Miami, FL",2024-11-16,,direct_data,yearly,54761.0,80074.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE9392705.htm,https://media.glassdoor.com/sql/9392705/vera-s-nursery-squarelogo-1706692334389.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,44,0,67417.5,,Other,Incorrect
gd-1009529873937,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529873937,,DHL,"Cowpens, SC",2024-11-16,,direct_data,yearly,86746.0,128367.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE650250.htm,https://media.glassdoor.com/sql/650250/dhl-squareLogo-1707742069955.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,45,0,107556.5,,Other,Incorrect
gd-1009529928423,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529928423,,City National Bank,"Los Angeles, CA",2024-11-16,,direct_data,hourly,34.0,55.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE1266.htm,https://media.glassdoor.com/sql/1266/city-national-bank-squareLogo-1644879161172.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,46,0,44.5,,Other,Incorrect
gd-1009529933766,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529933766,,"SERILDA, LLC.","Washington, DC",2024-11-16,,direct_data,yearly,97000.0,110000.0,USD,False,organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,8,0,103500.0,,Other,Incorrect
gd-1009529934917,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529934917,,Armstrong Group of Companies,"Butler, PA",2024-11-16,,direct_data,yearly,62265.0,87407.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE333790.htm,https://media.glassdoor.com/sql/333790/ponderosa-squarelogo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,47,0,74836.0,,Other,Incorrect
gd-1009529941252,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529941252,,AZAD Technology Partners,"Vancouver, WA",2024-11-16,,direct_data,hourly,32.0,47.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE392986.htm,https://media.glassdoor.com/sql/392986/azad-squarelogo-1382122128555.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,48,0,39.5,,Other,Incorrect
gd-1009529949238,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529949238,,McKesson,,2024-11-16,,direct_data,yearly,97800.0,163000.0,USD,True,organic,,,https://www.glassdoor.com/Overview/W-EI_IE434.htm,https://media.glassdoor.com/sql/434/mckesson-squareLogo-1709128121638.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other,2,-1,1,130400.0,,Other,Incorrect
gd-1009529979666,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009529979666,,AmpersandPeople,"Winchester, VA",2024-11-16,,direct_data,yearly,67000.0,75000.0,USD,False,organic,,,https://www.glassdoor.com/Overview/W-EI_IE5972882.htm,https://media.glassdoor.com/sql/5972882/ampersandpeople-squarelogo-1646806937941.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,2,49,0,71000.0,Other,Other,Correct
